gene	origin_window	deepest_ortholog_species	deepest_clade	n_species_with_ortholog	invertebrate_ortholog	cyclostome_ortholog	gnathostome_ortholog	in_scerevisiae	in_celegans	in_dmelanogaster	in_cintestinalis	in_csavignyi	in_eburgeri	in_pmarinus	in_cmilii	in_lchalumnae	in_drerio	in_xtropicalis	in_ggallus	in_mmusculus	dup_class4	provenance	arrangement	TF_subfamily	cluster_id
ZNF827	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF83	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF830	before_R1	celegans	Protostomia	8	True	True	True	0	1	1	0	0	1	1	1	1	0	0	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF831	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZNF835	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF837	R1_to_R2	eburgeri	Cyclostomata	5	False	True	True	0	0	0	0	0	1	1	0	0	1	1	0	1	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0020
ZNF841	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF843	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF853	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF865	before_R1	dmelanogaster	Protostomia	4	True	False	True	0	0	1	0	0	0	0	0	0	1	1	0	1	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0019
ZNF883	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZSCAN1	before_R1	celegans	Protostomia	5	True	True	True	0	1	1	0	0	1	1	0	0	1	0	0	0	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0064
ZSCAN10	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZSCAN12	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0066
ZSCAN16	after_R2	xtropicalis	Amphibia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	1	0	0	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0065
ZSCAN18	before_R1	celegans	Protostomia	6	True	True	True	0	1	1	0	0	1	1	0	0	1	0	0	1	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0064
ZSCAN2	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZSCAN20	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZSCAN21	after_R2	xtropicalis	Amphibia	2	False	False	True	0	0	0	0	0	0	0	0	0	0	1	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZSCAN22	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZSCAN23	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0066
ZSCAN26	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZSCAN29	before_R1	celegans	Protostomia	6	True	True	True	0	1	1	0	0	1	1	0	0	1	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZSCAN30	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0062
ZSCAN31	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0066
ZSCAN32	before_R1	celegans	Protostomia	3	True	False	True	0	1	1	0	0	0	0	0	0	0	1	0	0	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0061
ZSCAN4	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZSCAN5A	before_R1	celegans	Protostomia	6	True	True	True	0	1	1	0	0	1	1	0	0	1	0	0	1	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0063
ZSCAN5B	before_R1	celegans	Protostomia	6	True	True	True	0	1	1	0	0	1	1	0	0	1	0	0	1	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0063
ZSCAN5C	before_R1	celegans	Protostomia	6	True	True	True	0	1	1	0	0	1	1	0	0	1	0	0	1	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0063
ZSCAN9	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZUFSP	before_R1	celegans	Protostomia	6	True	False	True	0	1	1	0	0	0	0	1	0	0	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZXDA	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	0	1	1	1	1	1	1	1	1	0	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZXDB	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	0	1	1	1	1	1	1	1	1	0	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZXDC	before_R1	celegans	Protostomia	11	True	True	True	0	1	1	1	0	1	1	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZZZ3	before_R1	dmelanogaster	Protostomia	10	True	True	True	0	0	1	1	0	1	1	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	Myb/SANT	
